id,name,name_norm,uic,latitude,longitude,parent_station_id,country,time_zone,is_city,is_main_station,is_airport,entur_id,entur_is_enabled,trenord_id,cercanias_id,cercanias_hub_id,cercanias_is_enabled
7937,Newtown (Powys),Newtown (Powys),7044260,52.512291,-3.311432,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7938,New Mills Central,New Mills Central,7029740,53.364567,-2.007485,26764,GB,Europe/London,FALSE,TRUE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7939,Oakham,Oakham,7019040,52.671913,-0.734019,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7940,Patricroft,Patricroft,7029160,53.484745,-2.357919,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7941,Penrith,Penrith,7021020,54.661831,-2.758044,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7942,Poulton-Le-Fylde,Poulton-Le-Fylde,7026710,53.848128,-2.990212,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7943,St Albans,St Albans,7015480,51.748829,-0.326842,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7944,Aviemore,Aviemore,7086100,57.18914,-3.828348,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7945,Skipton,Skipton,7027280,53.958691,-2.025878,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7946,St Helens Junction,St Helens Junction,7023400,53.433525,-2.699892,26790,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7947,Shrewsbury,Shrewsbury,7043870,52.711369,-2.74897,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7948,Templecombe,Templecombe,7058370,51.001083,-2.417532,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7949,Wellingborough,Wellingborough,7019400,52.303867,-0.676496,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7950,Wilmslow,Wilmslow,7027740,53.326595,-2.225177,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7951,Wellington (Shropshire),Wellington (Shropshire),7046900,52.700928,-2.516438,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7952,Welshpool,Welshpool,7044340,52.656998,-3.141297,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7953,Axminster,Axminster,7057140,50.778976,-3.005613,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7954,Birchwood,Birchwood,7023040,53.41193,-2.52802,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7955,Crewkerne,Crewkerne,7058320,50.873337,-2.778815,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7956,Feniton,Feniton,7058080,50.787022,-3.285259,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7957,Gillingham (Dorset),Gillingham (Dorset),7057960,51.033886,-2.272361,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7958,Honiton,Honiton,7057170,50.797062,-3.186207,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7959,Aberdovey,Aberdovey,7044350,52.543934,-4.057118,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7960,Barmouth,Barmouth,7044450,52.72287,-4.056641,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7961,Criccieth,Criccieth,7043120,52.918312,-4.236972,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7962,Princes Risborough,Princes Risborough,7030550,51.717697,-0.844059,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7963,Fairbourne,Fairbourne,7044160,52.696018,-4.049464,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7964,Sherborne,Sherborne,7058350,50.94405,-2.513816,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7965,Worcester Foregate Street,Worcester Foregate Street,7048930,52.194801,-2.220885,26815,GB,Europe/London,FALSE,TRUE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7966,Whimple,Whimple,7057590,50.768253,-3.354243,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7967,Andover,Andover,7055100,51.212048,-1.493167,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7968,Ashford International,Ashford International,7054660,51.142943,0.874444,8154,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7969,Harlech,Harlech,7044580,52.861309,-4.109248,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7970,Tisbury,Tisbury,7057980,51.060257,-2.078456,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7971,Minffordd,Minffordd,7044690,52.926464,-4.085625,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7972,Eastleigh,Eastleigh,7058990,50.968559,-1.350563,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7973,Fareham,Fareham,7059000,50.853352,-1.19162,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7974,Penychain,Penychain,7044090,52.903,-4.33845,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7975,Porthmadog,Porthmadog,7043130,52.930954,-4.136431,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7976,Tywyn,Tywyn,7044330,52.584663,-4.092974,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7977,Whitby,Whitby,7081840,54.484615,-0.615376,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7978,Portsmouth & Southsea,Portsmouth & Southsea,7055370,50.797756,-1.090417,26777,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7979,Whitchurch (Shrops),Whitchurch (Shrops),7013480,52.968048,-2.671497,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7980,Pwllheli,Pwllheli,7043140,52.887825,-4.416754,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7981,Redhill,Redhill,NA,51.240124,-0.164851,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7982,Audley End,Audley End,7070170,52.004398,0.20719,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7983,Runcorn East,Runcorn East,7022940,53.326929,-2.665102,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7984,Bishops Stortford,Bishops Stortford,7068000,51.866692,0.16557,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7985,Bury St Edmunds,Bury St Edmunds,7070080,52.253727,0.713355,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7986,Dover eastern docks,Dover eastern docks,7070999,NA,NA,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7987,Stowmarket,Stowmarket,7073550,52.190105,1.000662,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7988,Chelmsford,Chelmsford,7068360,51.736595,0.469316,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7989,Colchester Station,Colchester Station,7068610,51.900478,0.894085,26726,GB,Europe/London,FALSE,TRUE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7990,Arnside,Arnside,7019630,54.202114,-2.827783,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7991,Dalton,Dalton,7019570,54.15424,-3.179031,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7992,Downham Market,Downham Market,7070550,52.60471,0.365751,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7993,Diss,Diss,7073480,52.373096,1.123274,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7994,Ely,Ely,7070680,52.390846,0.266105,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7995,Gainsborough Lea Road,Gainsborough Lea Road,7064240,53.386078,-0.768558,26741,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7996,Elgin,Elgin,7089770,57.64299,-3.31163,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7997,Kings Lynn,Kings Lynn,7071150,52.754108,0.403475,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7998,Christchurch,Christchurch,7058790,50.738148,-1.784566,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
7999,Littleport,Littleport,7070720,52.462696,0.316905,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8000,Southampton Airport Parkway,Southampton Airport Parkway,7059220,50.950638,-1.36362,26787,GB,Europe/London,FALSE,FALSE,TRUE,NA,FALSE,NA,NA,NA,FALSE
8001,Manningtree,Manningtree,7068560,51.948818,1.045653,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8002,Watlington,Watlington,7070570,52.672703,0.382736,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8003,March,March,7071660,52.560432,0.090409,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8004,Appleby,Appleby,7020520,54.58032,-2.486692,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8005,Shotton,Shotton,7025460,53.21352,-3.037728,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8006,Spalding,Spalding,7063880,52.788418,-0.156722,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8007,Sleaford,Sleaford,7063620,52.995274,-0.410174,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8008,Stamford,Stamford,7061400,52.647358,-0.480474,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8009,Settle,Settle,7021070,54.066897,-2.280704,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8010,Havant,Havant,7055320,50.854416,-0.982763,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8011,Cwmbran,Cwmbran,7037380,51.656544,-3.016233,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8012,Thetford,Thetford,7072030,52.419384,0.744109,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8013,Filey,Filey,7080620,54.209946,-0.293351,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8014,Petersfield,Petersfield,7056570,51.006924,-0.940951,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8015,Hove,Hove,7052730,50.835514,-0.170824,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8016,Margate,Margate,7050180,51.384926,1.371737,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8017,Auchinleck,Auchinleck,7094570,55.47031,-4.295389,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8018,Worthing,Worthing,7052790,50.818768,-0.375924,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8019,Chichester,Chichester,7052550,50.831821,-0.783032,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8020,Arrochar & Tarbet,Arrochar & Tarbet,7099630,56.204021,-4.722822,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8021,Ardlui,Ardlui,7099620,56.302025,-4.721712,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8022,Godalming,Godalming,7056290,51.186115,-0.619175,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8023,New Milton,New Milton,7058810,50.755836,-1.658313,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8024,Fratton,Fratton,7055090,50.795818,-1.073422,26777,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8025,Windermere,Windermere,7019780,54.379745,-2.904339,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8026,Liphook,Liphook,7056340,51.071213,-0.801027,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8027,Liss,Liss,7056350,51.044254,-0.893023,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8028,Bridge of Orchy,Bridge of Orchy,7088230,56.515926,-4.763048,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8029,Warminster,Warminster,7055050,51.206722,-2.177467,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8030,Connel Ferry,Connel Ferry,7087080,56.451981,-5.384973,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8031,Crianlarich,Crianlarich,7088260,56.389652,-4.617778,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8032,Romsey,Romsey,7059430,50.992641,-1.492716,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8033,Corrour,Corrour,7088250,56.760181,-4.690966,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8034,Polmont,Polmont,7099360,55.984856,-3.716614,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8035,Dover hoverport,Dover hoverport,7070992,NA,NA,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8036,Dalmally,Dalmally,7087110,56.400272,-4.9832,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8037,Dumbarton Central,Dumbarton Central,7098660,55.946705,-4.56697,26732,GB,Europe/London,FALSE,TRUE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8038,Weymouth Quay,Weymouth Quay,7059660,NA,NA,8380,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8039,Haslemere,Haslemere,7056330,51.089237,-0.719162,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8040,Cark,Cark,7019640,54.177513,-2.972746,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8041,Hunts Cross,Hunts Cross,7022350,53.360644,-2.855716,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8042,Langley Mill,Langley Mill,7017610,53.018236,-1.330982,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8043,Huntly,Huntly,7089210,57.444401,-2.776354,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8044,Manchester Oxford Road,Manchester Oxford Road,7029660,53.47398,-2.242531,8350,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8045,Girvan,Girvan,7095010,55.246517,-4.848927,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8046,Garelochhead,Garelochhead,7099710,56.079449,-4.826544,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8047,Telford Central,Telford Central,7046910,52.678764,-2.440744,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8048,Helensburgh Upper,Helensburgh Upper,7099820,56.013268,-4.73184,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8049,Stansted Mountfitchet,Stansted Mountfitchet,7068330,51.901495,0.19964199999999999,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8050,Newport (Essex),Newport (Essex),7070390,51.97995,0.216176,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8051,Elsenham,Elsenham,7068320,51.92038,0.22779,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8052,Tottenham Hale,Tottenham Hale,7069510,51.588257,-0.059914,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8053,Whittlesford Parkway,Whittlesford Parkway,7070470,52.104092,0.165388,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8054,Waterbeach,Waterbeach,7070790,52.26268,0.196555,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8055,Marks Tey,Marks Tey,7068630,51.880695,0.782372,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8056,Maybole,Maybole,7095290,55.354485,-4.686269,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8057,Saltash,Saltash,7035870,50.407108,-4.209449,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8058,Barrhill,Barrhill,7094670,55.097031,-4.781834,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8059,Newtonmore,Newtonmore,7086680,57.059673,-4.118831,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8060,Oban,Oban,7087250,56.411758,-5.473841,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8061,Prestwick Town,Prestwick Town,7095430,55.501675,-4.613935,26778,GB,Europe/London,FALSE,TRUE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8062,Insch,Insch,7089220,57.33749,-2.616279,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8063,Silverdale,Silverdale,7019680,54.169922,-2.804164,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8064,Rannoch,Rannoch,7088340,56.685318,-4.576208,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8065,Roy Bridge,Roy Bridge,7088350,56.888184,-4.83645,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8066,Roose,Roose,7019620,54.115157,-3.19457,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8067,Spean Bridge,Spean Bridge,7088360,56.889839,-4.920321,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8068,Trowbridge,Trowbridge,7033480,51.319954,-2.215222,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8069,Troon,Troon,7095620,55.543045,-4.654731,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8070,Taynuilt,Taynuilt,7087270,56.430714,-5.23868,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8071,Upper Tyndrum,Upper Tyndrum,7088380,56.434551,-4.7036,26799,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8072,Tulloch,Tulloch,7088370,56.883984,-4.701509,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8073,Shenfield,Shenfield,7068880,51.630615,0.330602,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8074,Witham,Witham,7068440,51.805702,0.641373,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8075,Mallaig,Mallaig,7088310,57.005497,-5.8306,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8076,Glenfinnan,Glenfinnan,7088280,56.872753,-5.449219,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8077,Dovey Junction,Dovey Junction,7044360,52.564133,-3.925273,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8078,Dingwall,Dingwall,7086320,57.594238,-4.422611,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8079,Achnasheen,Achnasheen,7086010,57.579205,-5.072421,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8080,Paisley Gilmour Street,Paisley Gilmour Street,7096830,55.848026,-4.424646,26769,GB,Europe/London,FALSE,TRUE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8081,Llanfairfechan,Llanfairfechan,7024880,53.257278,-3.983256,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8082,Faversham,Faversham,7051670,51.311436,0.891278,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8083,Penmaenmawr,Penmaenmawr,7024940,53.270635,-3.923514,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8084,Morpeth,Morpeth,7076800,55.162537,-1.682903,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8085,Cosford,Cosford,7046170,52.645031,-2.301479,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8086,Dewsbury,Dewsbury,7083260,53.692089,-1.633487,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8087,Bridge of Allan,Bridge of Allan,7098890,56.157429,-3.956166,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8088,Narborough,Narborough,7018810,52.571712,-1.20318,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8089,Kents Bank,Kents Bank,7019660,54.172967,-2.925351,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8090,Nailsea & Backwell,Nailsea & Backwell,7033890,51.419357,-2.750661,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8091,Ulverston,Ulverston,7020100,54.191872,-3.097327,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8092,Sandwell & Dudley,Sandwell & Dudley,7011490,52.508431,-2.011281,26730,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8093,Nairn,Nairn,7086660,57.580227,-3.873024,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8094,Cumbernauld,Cumbernauld,7097210,55.941326,-3.982089,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8095,Branksome,Branksome,7058750,50.727528,-1.919211,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8096,Parkstone (Dorset),Parkstone (Dorset),7058820,50.723049,-1.94897,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8097,Wool,Wool,7059600,50.68148,-2.220775,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8098,Falkirk Grahamston,Falkirk Grahamston,7099300,56.002735,-3.786359,26738,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8099,Romford,Romford,7068860,51.575016,0.181986,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8100,Shelford,Shelford,7070430,52.149517,0.139805,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8101,Great Chesterford,Great Chesterford,7070320,52.060402,0.1939,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8102,Portlethen,Portlethen,7088600,57.060455,-2.128577,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8103,Tyndrum Lower,Tyndrum Lower,7087280,56.433407,-4.714873,26799,GB,Europe/London,FALSE,TRUE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8104,Loch Awe,Loch Awe,7087120,56.402481,-5.040117,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8105,Canterbury West,Canterbury West,7050070,51.284279,1.074608,26724,GB,Europe/London,FALSE,TRUE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8106,Maidenhead Station,Maidenhead Station,7031470,51.518601,-0.722464,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8107,Skegness,Skegness,7062650,53.143032,0.333926,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8108,Johnstone,Johnstone,7096480,55.834759,-4.50369,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
8109,Kilwinning,Kilwinning,7095170,55.655994,-4.710071,NA,GB,Europe/London,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE
